"review_id","reviewer_name","review_rating","review_title","review_date","review_content","book_id"
120,"Will Hays",3,"Congenial but light-weight treatment of data analysis. A reasonable ...","2014-08-18","Congenial but light-weight treatment of data analysis.  A reasonable overview/introduction but doesn't have the technical detail or sophistication I was expecting.  Not contributing to my rating, but I would note that the formatting for the Kindle Cloud Reader is problematic:  There is large range of font-sizes and there is no adequate single font-size setting for all sections of text in that format.",8
121,"Bull Sheriff",5,"Thorough coverage, entertaining presentation","2009-09-23","This book does a thorough job covering the concept of data analysis, touching on both the soft side (requirements gathering, mental models) and the technical side (Excel, R).  Like other ""Head First"" titles, it does it in an entertaining manner that makes reading the book a joy.  The material is presented more like an enlightening conversation with an intelligent teacher than a brain dump of facts and theories.",8
122,"Wen Wu",4,"Good book to understand what kind of events a business ...","2014-12-11","Good book to understand what kind of events a business analyst will face.  Very readable!  I had  fun to complete this book in one week.",8
123,"DAW",2,"Not well suited for the Kindle","2013-10-08","The ""Head First"" style isn't well suited for the Kindle reading experience. Overlarge graphics with extremely small flavor text is difficult to read and absorb. Page breaks are clunky and really unsuitable for a learning experience. I had to purchase this for a Business Intelligence class and will need to re-purchase the printed version just to be able to meet course requirements to do the books exercises that are simply unreadable in the Kindle application.",8
124,"FD",5,"love this book","2012-07-01","I have long thought that the most effective teaching method is to use a ""present a problem"" approach and let the reader's curiosity drive the learning.",8
125,"M.Ellis",5,"Love the format","2013-10-19","Needed for a course - but I will check for Head First book series on every subject from now on.  The book is actually set up the way many of us think, which is helpful when dealing with challenging subjects like statistics.",8
126,"Grant Taylor",5,"An easy read for a complicated topic","2018-01-29","A lot of information displayed in easily digestible small chunks.",8
127,"Amazon Customer",5,"excellent!","2014-04-03","I was amazed at how comprehensible this book was.  Very well written and really helped me to understand the concepts.  I will be checking out the other books the author has in this series.",8
128,"Lekhak",5,"Great book with simple easy to understand illustrations","2013-04-28","Head First continues to be my series of choice on any subject.",8
129,"Jacques Engelbrecht",5,"","2019-03-27","it is the correct volume",10
130,"Marianne Atkinson",5,"Excellent reference book","2021-02-11","Excellent reference book",11
131,"L. Hunter",1,"this books is even less useful. The author is not a teacher","2017-03-20","I don't doubt this person has expert skills, but this book is too sparse to be a reference guide and too random to be a tutorial. It has very little Excel, and if you know anything about SQL, this books is even less useful. The author is not a teacher, but is experienced.",11
132,"Stef F.",5,"Great Book!","2018-12-07","Great book!",11
133,"Aaron Y.",5,"Five Stars","2017-10-24","Great resource! Full of relevant, powerful information.",11
